rosettacode_name,rosettacode_url,rosettacode_summary,rosettacode_tasks_count
PL/pgSQL,https://rosettacode.org/wiki/PL/pgSQL,,4
PLUS,https://rosettacode.org/wiki/PLUS,,0
PLZ/SYS,https://rosettacode.org/wiki/PLZ/SYS,,0
POV-Ray,https://rosettacode.org/wiki/POV-Ray,,10
PPL,https://rosettacode.org/wiki/PPL,,0
PROMAL,https://rosettacode.org/wiki/PROMAL,,9
PSQL,https://rosettacode.org/wiki/PSQL,,2
Palo Alto Tiny BASIC,https://rosettacode.org/wiki/Palo_Alto_Tiny_BASIC,,16
Panda,https://rosettacode.org/wiki/Panda,,12
Panoramic,https://rosettacode.org/wiki/Panoramic,,5
ParaCL,https://rosettacode.org/wiki/ParaCL,,1
Pare,https://rosettacode.org/wiki/Pare,,1
Pascal,https://rosettacode.org/wiki/Pascal,,739
Pascal-P,https://rosettacode.org/wiki/Pascal-P,,18
PascalABC.NET,https://rosettacode.org/wiki/PascalABC.NET,,622
Pebble,https://rosettacode.org/wiki/Pebble,,7
Peloton,https://rosettacode.org/wiki/Peloton,,21
Pentium Assembly,https://rosettacode.org/wiki/Pentium_Assembly,,0
PeopleCode,https://rosettacode.org/wiki/PeopleCode,,2
PepsiScript,https://rosettacode.org/wiki/PepsiScript,,3
Peri,https://rosettacode.org/wiki/Peri,,19
Perl,https://rosettacode.org/wiki/Perl,,1612
Perl 6,https://rosettacode.org/wiki/Perl_6,,0
Perl5i,https://rosettacode.org/wiki/Perl5i,,2
Peylang,https://rosettacode.org/wiki/Peylang,,2
Phix,https://rosettacode.org/wiki/Phix,,1733
Phixmonti,https://rosettacode.org/wiki/Phixmonti,,170
Picat,https://rosettacode.org/wiki/Picat,,335
Pico-8,https://rosettacode.org/wiki/Pico-8,,1
PicoLisp,https://rosettacode.org/wiki/PicoLisp,,847
Pict,https://rosettacode.org/wiki/Pict,,2
Piet,https://rosettacode.org/wiki/Piet,,9
Pike,https://rosettacode.org/wiki/Pike,,163
Pixilang,https://rosettacode.org/wiki/Pixilang,,6
Plain English,https://rosettacode.org/wiki/Plain_English,,118
PlainTeX,https://rosettacode.org/wiki/PlainTeX,,25
Plan,https://rosettacode.org/wiki/Plan,,1
Pluto,https://rosettacode.org/wiki/Pluto,,474
Pointless,https://rosettacode.org/wiki/Pointless,,11
Polyglot:PL/I and PL/M,https://rosettacode.org/wiki/Polyglot:PL/I_and_PL/M,,9
Pony,https://rosettacode.org/wiki/Pony,,19
Pop11,https://rosettacode.org/wiki/Pop11,,93
Portugol,https://rosettacode.org/wiki/Portugol,,4
PostScript,https://rosettacode.org/wiki/PostScript,,92
Potion,https://rosettacode.org/wiki/Potion,,28
PowerBASIC,https://rosettacode.org/wiki/PowerBASIC,,55
PowerPC Assembly,https://rosettacode.org/wiki/PowerPC_Assembly,,1
PowerShell,https://rosettacode.org/wiki/PowerShell,,518
Powerbuilder,https://rosettacode.org/wiki/Powerbuilder,,3
ProDOS,https://rosettacode.org/wiki/ProDOS,,19
Processing,https://rosettacode.org/wiki/Processing,,120
Processing Python mode,https://rosettacode.org/wiki/Processing_Python_mode,,38
Processing.R,https://rosettacode.org/wiki/Processing.R,,3
Prog8,https://rosettacode.org/wiki/Prog8,,2
Programming Language,https://rosettacode.org/wiki/Programming_Language,,2
ProgressBASIC,https://rosettacode.org/wiki/ProgressBASIC,,7
Prolog,https://rosettacode.org/wiki/Prolog,,525
Pure,https://rosettacode.org/wiki/Pure,,18
Pure Data,https://rosettacode.org/wiki/Pure_Data,,11
PureBasic,https://rosettacode.org/wiki/PureBasic,,747
Purity,https://rosettacode.org/wiki/Purity,,4
Pyret,https://rosettacode.org/wiki/Pyret,,5
Python,https://rosettacode.org/wiki/Python,,1661
Q,https://rosettacode.org/wiki/Q,,41
QB64,https://rosettacode.org/wiki/QB64,,177
QBasic,https://rosettacode.org/wiki/QBasic,,258
QL SuperBASIC,https://rosettacode.org/wiki/QL_SuperBASIC,,4
Qi,https://rosettacode.org/wiki/Qi,,27
Qore,https://rosettacode.org/wiki/Qore,,1
Quackery,https://rosettacode.org/wiki/Quackery,,755
QuakeC,https://rosettacode.org/wiki/QuakeC,,0
QuickBASIC,https://rosettacode.org/wiki/QuickBASIC,,52
Quill,https://rosettacode.org/wiki/Quill,,2
Quite BASIC,https://rosettacode.org/wiki/Quite_BASIC,,69
Quorum,https://rosettacode.org/wiki/Quorum,,1
R,https://rosettacode.org/wiki/R,,828
RASEL,https://rosettacode.org/wiki/RASEL,,4
RATFOR,https://rosettacode.org/wiki/RATFOR,,24
REALbasic,https://rosettacode.org/wiki/REALbasic,,26
REXX,https://rosettacode.org/wiki/REXX,,1187
RISC-V Assembly,https://rosettacode.org/wiki/RISC-V_Assembly,,13
RLSL,https://rosettacode.org/wiki/RLSL,,0
RLaB,https://rosettacode.org/wiki/RLaB,,31
RPG,https://rosettacode.org/wiki/RPG,,11
RPGIV,https://rosettacode.org/wiki/RPGIV,,1
RPL,https://rosettacode.org/wiki/RPL,,779
RPL/2,https://rosettacode.org/wiki/RPL/2,,1
RTL/2,https://rosettacode.org/wiki/RTL/2,,4
RTSL,https://rosettacode.org/wiki/RTSL,,0
Ra,https://rosettacode.org/wiki/Ra,,9
Racket,https://rosettacode.org/wiki/Racket,,1105
Raku,https://rosettacode.org/wiki/Raku,,1692
RapidQ,https://rosettacode.org/wiki/RapidQ,,50
Rapira,https://rosettacode.org/wiki/Rapira,,15
Rascal,https://rosettacode.org/wiki/Rascal,,49
Raven,https://rosettacode.org/wiki/Raven,,74
ReScript,https://rosettacode.org/wiki/ReScript,,35
Reason,https://rosettacode.org/wiki/Reason,,0
Rebol,https://rosettacode.org/wiki/Rebol,,267
Red,https://rosettacode.org/wiki/Red,,213
Reduce,https://rosettacode.org/wiki/Reduce,,0
Refal,https://rosettacode.org/wiki/Refal,,106
Relation,https://rosettacode.org/wiki/Relation,,25
Retro,https://rosettacode.org/wiki/Retro,,104
Rhombus,https://rosettacode.org/wiki/Rhombus,,12
Rhope,https://rosettacode.org/wiki/Rhope,,4
Rhovas,https://rosettacode.org/wiki/Rhovas,,6
Ring,https://rosettacode.org/wiki/Ring,,840
Robotic,https://rosettacode.org/wiki/Robotic,,23
Roc,https://rosettacode.org/wiki/Roc,,2
Rockstar,https://rosettacode.org/wiki/Rockstar,,10
Rocq,https://rosettacode.org/wiki/Rocq,,12
Ruby,https://rosettacode.org/wiki/Ruby,,1250
Rubylog,https://rosettacode.org/wiki/Rubylog,,0
Run BASIC,https://rosettacode.org/wiki/Run_BASIC,,401
Rust,https://rosettacode.org/wiki/Rust,,1216
S++,https://rosettacode.org/wiki/S++,,0
S-BASIC,https://rosettacode.org/wiki/S-BASIC,,71
S-lang,https://rosettacode.org/wiki/S-lang,,40
SAS,https://rosettacode.org/wiki/SAS,,56
SASL,https://rosettacode.org/wiki/SASL,,8
SETL,https://rosettacode.org/wiki/SETL,,186
SIL,https://rosettacode.org/wiki/SIL,,7
SIMPOL,https://rosettacode.org/wiki/SIMPOL,,6
SMEQL,https://rosettacode.org/wiki/SMEQL,,1
SNOBOL4,https://rosettacode.org/wiki/SNOBOL4,,135
SNUSP,https://rosettacode.org/wiki/SNUSP,,24
SPAD,https://rosettacode.org/wiki/SPAD,,13
SPARC Assembly,https://rosettacode.org/wiki/SPARC_Assembly,,1
SPARK,https://rosettacode.org/wiki/SPARK,,8
SPL,https://rosettacode.org/wiki/SPL,,50
SPSS,https://rosettacode.org/wiki/SPSS,,2
SQL,https://rosettacode.org/wiki/SQL,,90
SQL PL,https://rosettacode.org/wiki/SQL_PL,,40
SSEM,https://rosettacode.org/wiki/SSEM,,24
SWI-Prolog,https://rosettacode.org/wiki/SWI-Prolog,,0
Sage,https://rosettacode.org/wiki/Sage,,6
Salmon,https://rosettacode.org/wiki/Salmon,,23
SapbotVM,https://rosettacode.org/wiki/SapbotVM,,2
Sass/SCSS,https://rosettacode.org/wiki/Sass/SCSS,,3
Sather,https://rosettacode.org/wiki/Sather,,71
Scala,https://rosettacode.org/wiki/Scala,,983
Scheme,https://rosettacode.org/wiki/Scheme,,438
Scilab,https://rosettacode.org/wiki/Scilab,,63
Scratch,https://rosettacode.org/wiki/Scratch,,21
ScratchScript,https://rosettacode.org/wiki/ScratchScript,,5
Script Basic,https://rosettacode.org/wiki/Script_Basic,,0
Script3D,https://rosettacode.org/wiki/Script3D,,0
ScriptBasic,https://rosettacode.org/wiki/ScriptBasic,,1
Sed,https://rosettacode.org/wiki/Sed,,71
Seed7,https://rosettacode.org/wiki/Seed7,,476
Self,https://rosettacode.org/wiki/Self,,17
SenseTalk,https://rosettacode.org/wiki/SenseTalk,,110
SequenceL,https://rosettacode.org/wiki/SequenceL,,59
Set lang,https://rosettacode.org/wiki/Set_lang,,7
Setl4,https://rosettacode.org/wiki/Setl4,,1
Shale,https://rosettacode.org/wiki/Shale,,11
SheerPower 4GL,https://rosettacode.org/wiki/SheerPower_4GL,,1
Shen,https://rosettacode.org/wiki/Shen,,23
Shiny,https://rosettacode.org/wiki/Shiny,,8
Sidef,https://rosettacode.org/wiki/Sidef,,1070
SimpleCode,https://rosettacode.org/wiki/SimpleCode,,4
SimpleLang,https://rosettacode.org/wiki/SimpleLang,,0
Simula,https://rosettacode.org/wiki/Simula,,97
Sinclair ZX81 BASIC,https://rosettacode.org/wiki/Sinclair_ZX81_BASIC,,77
Sing,https://rosettacode.org/wiki/Sing,,2
Sisal,https://rosettacode.org/wiki/Sisal,,2
Skew,https://rosettacode.org/wiki/Skew,,2
SkookumScript,https://rosettacode.org/wiki/SkookumScript,,6
Slate,https://rosettacode.org/wiki/Slate,,123
Slope,https://rosettacode.org/wiki/Slope,,28
Smalltalk,https://rosettacode.org/wiki/Smalltalk,,325
Smart BASIC,https://rosettacode.org/wiki/Smart_BASIC,,29
SmileBASIC,https://rosettacode.org/wiki/SmileBASIC,,17
Snobol,https://rosettacode.org/wiki/Snobol,,10
Soar,https://rosettacode.org/wiki/Soar,,1
Soda,https://rosettacode.org/wiki/Soda,,2
SoneKing Assembly,https://rosettacode.org/wiki/SoneKing_Assembly,,1
SparForte,https://rosettacode.org/wiki/SparForte,,56
Sparkling,https://rosettacode.org/wiki/Sparkling,,42
Spin,https://rosettacode.org/wiki/Spin,,15
Squirrel,https://rosettacode.org/wiki/Squirrel,,3
Standard ML,https://rosettacode.org/wiki/Standard_ML,,308
Star,https://rosettacode.org/wiki/Star,,0
Stata,https://rosettacode.org/wiki/Stata,,219
Stax,https://rosettacode.org/wiki/Stax,,22
StreamIt,https://rosettacode.org/wiki/StreamIt,,1
Stringle,https://rosettacode.org/wiki/Stringle,,6
Suneido,https://rosettacode.org/wiki/Suneido,,19
SuperCollider,https://rosettacode.org/wiki/SuperCollider,,36
SuperTalk,https://rosettacode.org/wiki/SuperTalk,,3
Superbase BASIC,https://rosettacode.org/wiki/Superbase_BASIC,,0
Supernova,https://rosettacode.org/wiki/Supernova,,1
Swahili,https://rosettacode.org/wiki/Swahili,,3
Swift,https://rosettacode.org/wiki/Swift,,645
Symsyn,https://rosettacode.org/wiki/Symsyn,,29
SystemVerilog,https://rosettacode.org/wiki/SystemVerilog,,12
TAL,https://rosettacode.org/wiki/TAL,,0
TAV,https://rosettacode.org/wiki/TAV,,38
TI BASIC,https://rosettacode.org/wiki/TI_BASIC,,0
TI SR-56,https://rosettacode.org/wiki/TI_SR-56,,9
TI-57,https://rosettacode.org/wiki/TI-57,,7
TI-83 BASIC,https://rosettacode.org/wiki/TI-83_BASIC,,116
TI-83 Hex Assembly,https://rosettacode.org/wiki/TI-83_Hex_Assembly,,4
TI-89 BASIC,https://rosettacode.org/wiki/TI-89_BASIC,,92
TIScript,https://rosettacode.org/wiki/TIScript,,5
TMG,https://rosettacode.org/wiki/TMG,,11
TPP,https://rosettacode.org/wiki/TPP,,5
TRS-80 BASIC,https://rosettacode.org/wiki/TRS-80_BASIC,,1
TSE SAL,https://rosettacode.org/wiki/TSE_SAL,,17
TUSCRIPT,https://rosettacode.org/wiki/TUSCRIPT,,152
TXR,https://rosettacode.org/wiki/TXR,,161
TailDot,https://rosettacode.org/wiki/TailDot,,2
Tailspin,https://rosettacode.org/wiki/Tailspin,,96
Tbas,https://rosettacode.org/wiki/Tbas,,7
Tcl,https://rosettacode.org/wiki/Tcl,,1000
TeLa,https://rosettacode.org/wiki/TeLa,,0
TechBASIC,https://rosettacode.org/wiki/TechBASIC,,2
Teco,https://rosettacode.org/wiki/Teco,,1
Tern,https://rosettacode.org/wiki/Tern,,6
Terra,https://rosettacode.org/wiki/Terra,,1
Terraform,https://rosettacode.org/wiki/Terraform,,9
TestML,https://rosettacode.org/wiki/TestML,,1
Thistle,https://rosettacode.org/wiki/Thistle,,0
Thyrd,https://rosettacode.org/wiki/Thyrd,,1
Tiny BASIC,https://rosettacode.org/wiki/Tiny_BASIC,,79
Tobbisk,https://rosettacode.org/wiki/Tobbisk,,0
ToffeeScript,https://rosettacode.org/wiki/ToffeeScript,,2
Toka,https://rosettacode.org/wiki/Toka,,44
TorqueScript,https://rosettacode.org/wiki/TorqueScript,,38
Tosh,https://rosettacode.org/wiki/Tosh,,3
TransFORTH,https://rosettacode.org/wiki/TransFORTH,,4
Transact-SQL,https://rosettacode.org/wiki/Transact-SQL,,18
Transd,https://rosettacode.org/wiki/Transd,,70
Trith,https://rosettacode.org/wiki/Trith,,21
True BASIC,https://rosettacode.org/wiki/True_BASIC,,271
Turbo-Basic XL,https://rosettacode.org/wiki/Turbo-Basic_XL,,2
Turing,https://rosettacode.org/wiki/Turing,,6
TutorialD,https://rosettacode.org/wiki/TutorialD,,1
Twelf,https://rosettacode.org/wiki/Twelf,,1
TypeScript,https://rosettacode.org/wiki/TypeScript,,61
Typed Racket,https://rosettacode.org/wiki/Typed_Racket,,1
UC++,https://rosettacode.org/wiki/UC++,,0
UNIX Shell,https://rosettacode.org/wiki/UNIX_Shell,,361
UScript,https://rosettacode.org/wiki/UScript,,0
UTFool,https://rosettacode.org/wiki/UTFool,,9
Uiua,https://rosettacode.org/wiki/Uiua,,227
Ultimate++,https://rosettacode.org/wiki/Ultimate++,,5
Unicon,https://rosettacode.org/wiki/Unicon,,682
Uniface,https://rosettacode.org/wiki/Uniface,,4
Unison,https://rosettacode.org/wiki/Unison,,5
UnixPipes,https://rosettacode.org/wiki/UnixPipes,,36
Unlambda,https://rosettacode.org/wiki/Unlambda,,11
Ursa,https://rosettacode.org/wiki/Ursa,,110
Ursala,https://rosettacode.org/wiki/Ursala,,193
Ursalang,https://rosettacode.org/wiki/Ursalang,,16
UserRPL,https://rosettacode.org/wiki/UserRPL,,0
Uxntal,https://rosettacode.org/wiki/Uxntal,,46
V,https://rosettacode.org/wiki/V,,36
V (Vlang),https://rosettacode.org/wiki/V_(Vlang),,531
VAX Assembly,https://rosettacode.org/wiki/VAX_Assembly,,13
VB6,https://rosettacode.org/wiki/VB6,,1
VBA,https://rosettacode.org/wiki/VBA,,417
VBScript,https://rosettacode.org/wiki/VBScript,,357
VHDL,https://rosettacode.org/wiki/VHDL,,13
VRML,https://rosettacode.org/wiki/VRML,,0
VTL-2,https://rosettacode.org/wiki/VTL-2,,38
Vala,https://rosettacode.org/wiki/Vala,,112
Vale,https://rosettacode.org/wiki/Vale,,5
Vedit macro language,https://rosettacode.org/wiki/Vedit_macro_language,,108
Verbexx,https://rosettacode.org/wiki/Verbexx,,19
Verilog,https://rosettacode.org/wiki/Verilog,,50
Vim Script,https://rosettacode.org/wiki/Vim_Script,,44
Visual Basic,https://rosettacode.org/wiki/Visual_Basic,,129
Visual Basic .NET,https://rosettacode.org/wiki/Visual_Basic_.NET,,404
Visual FoxPro,https://rosettacode.org/wiki/Visual_FoxPro,,32
Visual Objects,https://rosettacode.org/wiki/Visual_Objects,,4
Visual Prolog,https://rosettacode.org/wiki/Visual_Prolog,,7
Viua VM assembly,https://rosettacode.org/wiki/Viua_VM_assembly,,2
Vorpal,https://rosettacode.org/wiki/Vorpal,,9
Vox,https://rosettacode.org/wiki/Vox,,1
Vyxal,https://rosettacode.org/wiki/Vyxal,,2
WDTE,https://rosettacode.org/wiki/WDTE,,33
WML,https://rosettacode.org/wiki/WML,,0
Waduzitdo,https://rosettacode.org/wiki/Waduzitdo,,2
Wart,https://rosettacode.org/wiki/Wart,,61
WebAssembly,https://rosettacode.org/wiki/WebAssembly,,11
Wee Basic,https://rosettacode.org/wiki/Wee_Basic,,21
Whenever,https://rosettacode.org/wiki/Whenever,,4
Whitespace,https://rosettacode.org/wiki/Whitespace,,15
Wisp,https://rosettacode.org/wiki/Wisp,,5
Wollok,https://rosettacode.org/wiki/Wollok,,1
Woma,https://rosettacode.org/wiki/Woma,,3
Wortel,https://rosettacode.org/wiki/Wortel,,43
Wrapl,https://rosettacode.org/wiki/Wrapl,,7
Wren,https://rosettacode.org/wiki/Wren,,1733
X-script,https://rosettacode.org/wiki/X-script,,1
X10,https://rosettacode.org/wiki/X10,,3
X86 Assembly,https://rosettacode.org/wiki/X86_Assembly,,95
X86-64 Assembly,https://rosettacode.org/wiki/X86-64_Assembly,,32
XBS,https://rosettacode.org/wiki/XBS,,33
XBase,https://rosettacode.org/wiki/XBase,,0
XBasic,https://rosettacode.org/wiki/XBasic,,126
XEec,https://rosettacode.org/wiki/XEec,,6
XL,https://rosettacode.org/wiki/XL,,2
XLISP,https://rosettacode.org/wiki/XLISP,,69
XPL0,https://rosettacode.org/wiki/XPL0,,944
XPath 2.0,https://rosettacode.org/wiki/XPath_2.0,,2
XProc,https://rosettacode.org/wiki/XProc,,2
XProfan,https://rosettacode.org/wiki/XProfan,,7
XQuery,https://rosettacode.org/wiki/XQuery,,15
XS,https://rosettacode.org/wiki/XS,,0
XSLT,https://rosettacode.org/wiki/XSLT,,41
XSLT 1.0,https://rosettacode.org/wiki/XSLT_1.0,,2
XSLT 2.0,https://rosettacode.org/wiki/XSLT_2.0,,4
XTalk,https://rosettacode.org/wiki/XTalk,,7
XUL,https://rosettacode.org/wiki/XUL,,2
Xanadu,https://rosettacode.org/wiki/Xanadu,,1
Xojo,https://rosettacode.org/wiki/Xojo,,17
YAMLScript,https://rosettacode.org/wiki/YAMLScript,,41
Ya,https://rosettacode.org/wiki/Ya,,1
Yabasic,https://rosettacode.org/wiki/Yabasic,,576
Yacas,https://rosettacode.org/wiki/Yacas,,6
Yorick,https://rosettacode.org/wiki/Yorick,,38
Z80 Assembly,https://rosettacode.org/wiki/Z80_Assembly,,127
ZED,https://rosettacode.org/wiki/ZED,,4
ZPL,https://rosettacode.org/wiki/ZPL,,2
ZX Spectrum Basic,https://rosettacode.org/wiki/ZX_Spectrum_Basic,,217
Zig,https://rosettacode.org/wiki/Zig,,319
Zkl,https://rosettacode.org/wiki/Zkl,,1012
Zoea,https://rosettacode.org/wiki/Zoea,,29
Zoea Visual,https://rosettacode.org/wiki/Zoea_Visual,,27
Zonnon,https://rosettacode.org/wiki/Zonnon,,27
Zoomscript,https://rosettacode.org/wiki/Zoomscript,,10
ΜC++,https://rosettacode.org/wiki/ΜC++,,0
МК-61/52,https://rosettacode.org/wiki/МК-61/52,,85
உயிர்/Uyir,https://rosettacode.org/wiki/உயிர்/Uyir,,3
